"region_txt","summary"
"Middle East & North Africa","08/22/2016: Assailants opened fire on a military patrol in Arish, North Sinai, Egypt. At least one soldier was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Sinai Province of the Islamic State."
"Sub-Saharan Africa","08/22/2016: Assailants raided Kiteya, North Kivu, Democratic Republic of the Congo. At least two people were killed and six people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF)."
"South Asia","08/22/2016: A suicide bomber detonated an explosives-laden vehicle targeting a North Atlantic Treaty Organization (NATO) convoy in Nasro Qala, Parwan, Afghanistan. In addition to the death of the assailant, three Afghan police officers were injured in the blast. The Taliban claimed responsibility for the incident."
"South Asia","08/22/2016: An explosive device was discovered and defused on Ring Road near Patang Chowk in Peshawar, Pakistan. No group claimed responsibility for the attack."
"Middle East & North Africa","08/22/2016: Security forces identified and destroyed two explosives-laden vehicles targeting Operation Solid Structure personnel in Sirte, Libya. The two suicide bombers were the only reported casualties. No group claimed responsibility for the incident."
"Eastern Europe","08/22/2016: Assailants threw a grenade at the Radio Television Kosovo (RTK) headquarters in Pristina, Kosovo. There were no reported casualties in the blast. The Rugovasit group claimed responsibility for the incident."
"Middle East & North Africa","08/22/2016: Assailants fired chlorine-laced rockets at Qayyarah, Nineveh, Iraq. No casualties were reported in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
"South Asia","08/22/2016: Assailants attacked Naseem Khan at Abu Hanifia Mosque in Ibrahimabad, Mardan district, Khyber Pakhtunkhwa, Pakistan. Khan, an Afghan cleric, was killed in the incident. No group claimed responsibility for the attack."
"South Asia","08/22/2016: Assailants opened fire on Sheikh Rahimullah in Dir Colony, Peshawar, Pakistan. Rahimullah, an Afghan cleric, was injured in the assault. No group claimed responsibility for the attack."
"Middle East & North Africa","08/22/2016: Assailants shot and killed a police officer in Aden, Adan, Yemen. The Adan-Abyan Province of the Islamic State claimed responsibility for the incident."
"South Asia","08/22/2016: Assailants attacked Khwaja Ghar district, Takhar, Afghanistan. In addition to an unknown number of assailant casualties, at least one security force member was killed and two members were injured in the ensuing clash. The Taliban claimed responsibility for the incident."
"Middle East & North Africa","08/22/2016: Assailants equipped with explosives-laden vehicles raided Arkabah, Nineveh, Iraq. This was one of the three coordinated attacks in the area on this date. There were an unknown number of assailant casualties as security forces repelled the assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","08/22/2016: Assailants equipped with explosives-laden vehicles raided Mosul, Nineveh, Iraq. This was one of the three coordinated attacks in the area on this date. There were an unknown number of assailant casualties as security forces repelled the assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","08/22/2016: Assailants equipped with explosives-laden vehicles raided Ajhalah, Nineveh, Iraq. This was one of the three coordinated attacks in the area on this date. There were an unknown number of assailant casualties as security forces repelled the assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
"Sub-Saharan Africa","08/22/2016: Assailants opened fire on an African Union Mission in Somalia (AMISOM) convoy in Goof Gaduud, Bay, Somalia. At least eight assailants were killed and four assailants and three soldiers were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab."
"South Asia","08/22/2016: Assailants attacked Kunduz city, Kunduz province, Afghanistan. No casualties were reported in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban."
"Middle East & North Africa","08/22/2016: Assailants attacked a gendarmerie command post in Nazimiye, Tunceli, Turkey. This was one of five related attacks in Nazimiye on this date. At least two assailants and one soldier were killed and three police officers were injured across two of the events. No group claimed responsibility; however, sources attributed the incidents to the Kurdistan Workers' Party (PKK)."
"Middle East & North Africa","08/22/2016: Assailants attacked a police station in Nazimiye, Tunceli, Turkey. This was one of five related attacks in Nazimiye on this date. At least two assailants and one soldier were killed and three police officers were injured across two of the events. No group claimed responsibility; however, sources attributed the incidents to the Kurdistan Workers' Party (PKK)."
"Middle East & North Africa","08/22/2016: Assailants set fire to two ambulances at a health center in Nazimiye, Tunceli, Turkey. There were no reported casualties. This was one of five related attacks in Nazimiye on this date. No group claimed responsibility; however, sources attributed the incidents to the Kurdistan Workers' Party (PKK)."
"Middle East & North Africa","08/22/2016: Assailants attacked a government office in Nazimiye, Tunceli, Turkey. There were no reported casualties, though several vehicles were set on fire. This was one of five related attacks in Nazimiye on this date. No group claimed responsibility; however, sources attributed the incidents to the Kurdistan Workers' Party (PKK)."
"Middle East & North Africa","08/22/2016: Assailants attacked provincial administration buildings in Nazimiye, Tunceli, Turkey. There were no reported casualties, though several vehicles were set on fire. This was one of five related attacks in Nazimiye on this date. No group claimed responsibility; however, sources attributed the incidents to the Kurdistan Workers' Party (PKK)."
